SENTENCE,TEXT,POS_GROUPED
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",Spezza,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",",",
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",o,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",l,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",’,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",à,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",ammisso,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",d,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",’,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",aveilo,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",fæto,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",pe,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",giöxia,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",:,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",«,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",O,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",no,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",doveiva,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",scangiâse,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",quelle,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",fotografie,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",co-a,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",mæ,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",galante,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",»,
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",.,
A figgia e a vittima se conosceivan da figgeu.,A,
A figgia e a vittima se conosceivan da figgeu.,figgia,
A figgia e a vittima se conosceivan da figgeu.,e,
A figgia e a vittima se conosceivan da figgeu.,a,
A figgia e a vittima se conosceivan da figgeu.,vittima,
A figgia e a vittima se conosceivan da figgeu.,se,
A figgia e a vittima se conosceivan da figgeu.,conosceivan,
A figgia e a vittima se conosceivan da figgeu.,da,
A figgia e a vittima se conosceivan da figgeu.,figgeu,
A figgia e a vittima se conosceivan da figgeu.,.,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",«,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",Aiva,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",fæto,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",o,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",poscibile,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",perché,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",no,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",rattellessan,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",»,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",",",
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",a,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",l,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",’,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",à,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",scrito,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",lê,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",in,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",sce,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",un,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",social,
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",.,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,O,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,Atif,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,o,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,l,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,’,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,arresta,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,in,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,prexon,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,e,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,oua,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,o,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,reisega,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,d,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,’,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,ëse,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,accaxonou,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,da,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,premeditaçion,
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,.,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",A-i,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",22,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",zenâ,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",",",
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",giornâ,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",desmuo,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",da,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",çittæ,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",",",
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",çentanæa,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",persoñe,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",an,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",parteçipou,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",a-o,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",morteuio,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",crestian,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",into,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",dòmmo,
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",.,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",Da,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",’,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",autopscia,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",’,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",é,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",vegnuo,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",feua,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",che,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",Abanoud,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",’,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",é,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",mòrto,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",pe,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",unna,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",cotellâ,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",sola,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",ch,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",’,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",a,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",gh,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",’,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",à,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",dannezzou,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",figæto,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",",",
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",a,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",minsa,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",e,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",un,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",pormon,
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",.,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",A,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",Procua,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",Zena,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",a,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",’,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",à,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",ciammou,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",o,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",fallimento,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",’,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",Amt,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",",",
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",’,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",açienda,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",ch,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",’,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",a,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",gestisce,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",o,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",traspòrto,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",pubrico,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",",",
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",trovandoghe,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",200,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",mioin,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",e,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",passa,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",debiti,
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",.,
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",O,
