SENTENCE,TEXT,POS,POS_GROUPED
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",inte,ADJ,ADJ
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",unna,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",scheua,VERB,VERB
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",à,ADP,FUNC
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",Spezza,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",",",PUNCT,PUNCT
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",o,DET,PRON
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",l’à,NOUN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",ammisso,ADJ,ADJ
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",d’aveilo,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",fæto,ADJ,ADJ
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",pe,ADP,FUNC
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",giöxia,NOUN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",:,PUNCT,PUNCT
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",«,PUNCT,PUNCT
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",O,PRON,PRON
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",no,ADP,FUNC
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",doveiva,NOUN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",scangiâse,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",quelle,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",fotografie,VERB,VERB
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",co-a,ADV,ADV
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",mæ,PROPN,NOUN
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",galante,ADJ,ADJ
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",»,PUNCT,PUNCT
"O Zouhaur Atif, o zoeno arrestou pe avei ammassou o Abanoud Youssef inte unna scheua à Spezza, o l’à ammisso d’aveilo fæto pe giöxia: «O no doveiva scangiâse quelle fotografie co-a mæ galante».",.,PUNCT,PUNCT
A figgia e a vittima se conosceivan da figgeu.,A,DET,PRON
A figgia e a vittima se conosceivan da figgeu.,figgia,NOUN,NOUN
A figgia e a vittima se conosceivan da figgeu.,e,CCONJ,FUNC
A figgia e a vittima se conosceivan da figgeu.,a,DET,PRON
A figgia e a vittima se conosceivan da figgeu.,vittima,NOUN,NOUN
A figgia e a vittima se conosceivan da figgeu.,se,PRON,PRON
A figgia e a vittima se conosceivan da figgeu.,conosceivan,VERB,VERB
A figgia e a vittima se conosceivan da figgeu.,da,ADP,FUNC
A figgia e a vittima se conosceivan da figgeu.,figgeu,NOUN,NOUN
A figgia e a vittima se conosceivan da figgeu.,.,PUNCT,PUNCT
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",«,PUNCT,PUNCT
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",Aiva,NOUN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",fæto,CCONJ,FUNC
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",o,DET,PRON
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",poscibile,NOUN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",perché,ADJ,ADJ
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",no,ADP,FUNC
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",rattellessan,NOUN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",»,PUNCT,PUNCT
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",",",PUNCT,PUNCT
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",a,DET,PRON
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",l’à,NOUN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",scrito,ADJ,ADJ
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",lê,VERB,VERB
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",in,PROPN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",sce,PROPN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",un,PROPN,NOUN
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",social,ADJ,ADJ
"«Aiva fæto o poscibile perché no rattellessan», a l’à scrito lê in sce un social.",.,PUNCT,PUNCT
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,O,DET,PRON
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,Atif,PROPN,NOUN
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,o,DET,PRON
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,l’arresta,PROPN,NOUN
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,in,PROPN,NOUN
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,prexon,ADJ,ADJ
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,e,CCONJ,FUNC
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,oua,VERB,VERB
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,o,DET,PRON
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,reisega,NOUN,NOUN
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,d’ëse,VERB,VERB
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,accaxonou,VERB,VERB
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,da,ADP,FUNC
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,premeditaçion,NOUN,NOUN
O Atif o l’arresta in prexon e oua o reisega d’ëse accaxonou da premeditaçion.,.,PUNCT,PUNCT
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",A-i,NOUN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",22,NUM,ADJ
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,ADP,FUNC
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",zenâ,PROPN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",",",PUNCT,PUNCT
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",giornâ,NOUN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,SCONJ,FUNC
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",desmuo,VERB,VERB
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",da,ADP,FUNC
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",çittæ,NOUN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",",",PUNCT,PUNCT
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",çentanæa,NOUN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",de,SCONJ,FUNC
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",persoñe,VERB,VERB
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",an,ADP,FUNC
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",parteçipou,VERB,VERB
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",a-o,VERB,VERB
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",morteuio,NOUN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",crestian,PROPN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",into,PROPN,NOUN
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",dòmmo,VERB,VERB
"A-i 22 de zenâ, giornâ de desmuo da çittæ, çentanæa de persoñe an parteçipou a-o morteuio crestian into dòmmo.",.,PUNCT,PUNCT
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",Da,ADP,FUNC
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l’autopscia,NOUN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l’é,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",vegnuo,ADJ,ADJ
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",feua,VERB,VERB
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",che,VERB,VERB
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,DET,PRON
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",Abanoud,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,DET,PRON
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",l’é,NOUN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",mòrto,ADJ,ADJ
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",pe,ADP,FUNC
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",unna,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",cotellâ,NOUN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",sola,ADJ,ADJ
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",ch’a,ADJ,ADJ
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",gh’à,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",dannezzou,VERB,VERB
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",o,DET,PRON
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",figæto,NOUN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",",",PUNCT,PUNCT
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",a,DET,PRON
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",minsa,NOUN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",e,CCONJ,FUNC
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",un,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",pormon,PROPN,NOUN
"Da l’autopscia l’é vegnuo feua che o Abanoud o l’é mòrto pe unna cotellâ sola ch’a gh’à dannezzou o figæto, a minsa e un pormon.",.,PUNCT,PUNCT
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",A,DET,PRON
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",Procua,PROPN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,ADP,FUNC
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",Zena,PROPN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",a,ADP,FUNC
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l’à,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",ciammou,VERB,VERB
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",o,DET,PRON
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",fallimento,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,ADP,FUNC
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l’Amt,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",",",PUNCT,PUNCT
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",l’açienda,AUX,VERB
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",ch’a,ADJ,ADJ
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",gestisce,VERB,VERB
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",o,DET,PRON
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",traspòrto,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",pubrico,ADJ,ADJ
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",",",PUNCT,PUNCT
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",trovandoghe,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",200,NUM,ADJ
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",mioin,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",e,CCONJ,FUNC
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",passa,VERB,VERB
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",de,ADP,FUNC
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",debiti,NOUN,NOUN
"A Procua de Zena a l’à ciammou o fallimento de l’Amt, l’açienda ch’a gestisce o traspòrto pubrico, trovandoghe 200 mioin e passa de debiti.",.,PUNCT,PUNCT
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",O,DET,PRON
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",papê,VERB,VERB
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",o,DET,PRON
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",l’é,PROPN,NOUN
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",vegnuo,ADJ,ADJ
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",feua,PROPN,NOUN
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",oua,SYM,OTHER
"O papê o l’é vegnuo feua oua, ma o l’é di 9 de dexembre, avanti che o Tribunâ o l’approvesse a compoxiçion negoçiâ da crixi co-e mesue che mettan a soçietæ a-o sosto.",",",PUNCT,PUNCT
